delivery_id,order_id,courier_id,distance_km,estimated_delivery_minutes,pickup_time,delivered_time,delivery_status,actual_delivery_minutes
DEL-003172,ORD-003172,CUR-0200,4.2,43,,,cancelled,
DEL-003173,ORD-003173,CUR-0013,2.2,38,2024-12-01 16:40:00,2024-12-01 17:19:00,delivered,39.0
DEL-003174,ORD-003174,CUR-0090,8.1,72,2024-06-18 23:45:00,2024-06-19 01:22:00,delivered,97.0
DEL-003175,ORD-003175,CUR-0103,0.6,27,,,cancelled,
DEL-003176,ORD-003176,CUR-0107,8.3,57,2025-03-18 20:59:00,2025-03-18 21:59:00,delivered,60.0
DEL-003177,ORD-003177,CUR-0128,7.3,66,2025-05-22 21:27:00,2025-05-22 21:17:00,delivered,63.0
DEL-003178,ORD-003178,CUR-0025,7.5,61,2024-10-07 23:16:00,2024-10-08 00:24:00,delivered,68.0
DEL-003179,ORD-003179,CUR-0243,3.9,49,,,cancelled,
DEL-003180,ORD-003180,CUR-0143,1.2,38,2025-10-03 21:03:00,2025-10-03 21:36:00,delivered,33.0
DEL-003181,ORD-003181,CUR-0070,2.0,43,2025-09-06 15:36:00,2025-09-06 16:18:00,delivered,42.0
DEL-003182,ORD-003182,CUR-0067,7.1,60,2024-10-13 16:00:00,2024-10-13 17:39:00,delivered,99.0
DEL-003183,ORD-003183,CUR-0180,7.4,68,2025-05-20 23:33:00,2025-05-21 00:36:00,delivered,63.0
DEL-003184,ORD-003184,CUR-0059,3.6,30,,,cancelled,
DEL-003185,ORD-003185,CUR-0243,4.4,55,2024-12-23 23:36:00,2024-12-24 00:35:00,delivered,59.0
DEL-003186,ORD-003186,CUR-0171,9.4,61,2025-11-29 21:10:00,2025-11-29 22:39:00,delivered,89.0
DEL-003187,ORD-003187,CUR-0138,5.0,45,2025-05-02 11:15:00,2025-05-02 12:05:00,delivered,50.0
DEL-003188,ORD-003188,CUR-0110,1.2,23,2025-09-27 14:09:00,2025-09-27 14:30:00,delivered,21.0
DEL-003189,ORD-003189,CUR-0120,3.7,46,2025-12-12 17:34:00,2025-12-12 18:27:00,delivered,53.0
DEL-003190,ORD-003190,CUR-0201,4.0,41,2025-12-20 18:42:00,2025-12-20 19:47:00,delivered,65.0
DEL-003191,ORD-003191,CUR-0213,1.3,24,2025-12-09 11:27:00,2025-12-09 12:23:00,delivered,56.0
DEL-003192,ORD-003192,CUR-0002,8.3,71,2025-11-25 15:20:00,2025-11-25 16:26:00,delivered,66.0
DEL-003193,ORD-003193,CUR-0093,8.6,74,2025-03-18 22:45:00,2025-03-19 00:20:00,delivered,95.0
DEL-003194,ORD-003194,CUR-0111,4.6,44,2025-02-24 09:33:00,2025-02-24 10:12:00,delivered,39.0
DEL-003195,ORD-003195,CUR-0046,4.4,46,2024-11-04 10:13:00,2024-11-04 11:35:00,delivered,82.0
DEL-003196,ORD-003196,CUR-0163,5.5,47,2024-10-15 20:42:00,2024-10-15 22:09:00,delivered,87.0
DEL-003197,ORD-003197,CUR-0094,5.8,44,2025-11-16 16:17:00,2025-11-16 17:07:00,delivered,50.0
DEL-003198,ORD-003198,CUR-0230,6.1,51,2024-07-11 12:56:00,2024-07-11 13:42:00,delivered,46.0
DEL-003199,ORD-003199,CUR-0069,5.2,40,2025-01-10 18:23:00,2025-01-10 19:10:00,delivered,47.0
DEL-003200,ORD-003200,CUR-0221,7.8,72,2025-11-29 11:16:00,2025-11-29 12:31:00,delivered,75.0
DEL-003201,ORD-003201,CUR-0034,5.4,41,2025-10-16 19:45:00,2025-10-16 20:33:00,delivered,48.0
DEL-003202,ORD-003202,CUR-0010,1.0,30,2025-08-06 21:08:00,2025-08-06 21:41:00,delivered,33.0
DEL-003203,ORD-003203,CUR-0224,1.8,40,2025-04-12 22:50:00,2025-04-12 23:52:00,delivered,62.0
DEL-003204,ORD-003204,CUR-0058,6.3,53,2025-04-29 18:07:00,2025-04-29 19:11:00,delivered,64.0
DEL-003205,ORD-003205,CUR-0113,8.6,74,2025-07-18 17:18:00,2025-07-18 18:54:00,delivered,96.0
DEL-003206,ORD-003206,CUR-0225,8.6,61,2025-10-16 14:36:00,2025-10-16 15:38:00,delivered,62.0
DEL-003207,ORD-003207,CUR-0237,7.7,68,,,cancelled,
DEL-003208,ORD-003208,CUR-0221,8.4,61,2024-05-31 22:53:00,2024-05-31 23:52:00,delivered,59.0
DEL-003209,ORD-003209,CUR-0046,3.9,48,2025-08-23 22:01:00,2025-08-23 23:03:00,delivered,62.0
DEL-003210,ORD-003210,CUR-0005,3.4,43,2025-11-13 22:41:00,2025-11-13 23:23:00,delivered,42.0
DEL-003211,ORD-003211,CUR-0210,6.0,67,2025-12-23 15:02:00,2025-12-23 16:05:00,delivered,63.0
DEL-003212,ORD-003212,CUR-0164,8.1,65,2025-04-22 16:57:00,2025-04-22 17:57:00,delivered,60.0
DEL-003213,ORD-003213,CUR-0219,0.5,31,2025-11-27 12:12:00,2025-11-27 12:41:00,delivered,29.0
DEL-003214,ORD-003214,CUR-0071,6.9,62,,,cancelled,
DEL-003215,ORD-003215,CUR-0182,4.4,47,2025-12-31 09:56:00,2025-12-31 10:38:00,delivered,42.0
DEL-003216,ORD-003216,CUR-0175,5.3,63,2025-12-01 21:44:00,2025-12-01 22:55:00,delivered,71.0
DEL-003217,ORD-003217,CUR-0014,2.7,40,2025-03-15 11:48:00,2025-03-15 12:32:00,delivered,44.0
DEL-003218,ORD-003218,CUR-0015,6.2,60,,,cancelled,
DEL-003219,ORD-003219,CUR-0218,2.9,32,2025-09-26 13:44:00,2025-09-26 14:13:00,delivered,259.0
DEL-003220,ORD-003220,CUR-0013,4.6,45,2025-07-17 19:18:00,2025-07-17 20:10:00,delivered,52.0
DEL-003221,ORD-003221,CUR-0235,3.4,35,2025-12-01 21:07:00,2025-12-01 21:42:00,delivered,35.0
DEL-003222,ORD-003222,CUR-0073,4.9,52,2025-03-10 14:46:00,2025-03-10 15:41:00,delivered,55.0
DEL-003223,ORD-003223,CUR-0201,2.1,33,2025-01-17 18:15:00,2025-01-17 19:08:00,delivered,53.0
DEL-003224,ORD-003224,CUR-0036,0.5,23,2025-11-03 22:35:00,2025-11-03 23:30:00,delivered,55.0
DEL-003225,ORD-003225,CUR-0041,9.2,66,2025-09-30 18:19:00,2025-09-30 18:09:00,delivered,86.0
DEL-003226,ORD-003226,CUR-0195,2.8,31,2025-11-26 19:33:00,2025-11-26 20:09:00,delivered,36.0
DEL-003227,ORD-003227,CUR-0160,9.3,65,2024-06-08 22:53:00,2024-06-09 00:35:00,delivered,102.0
DEL-003228,ORD-003228,CUR-0092,7.2,64,2025-12-20 17:28:00,2025-12-20 18:42:00,delivered,74.0
DEL-003229,ORD-003229,CUR-0127,7.2,54,2025-11-20 18:35:00,2025-11-20 19:24:00,delivered,49.0
DEL-003230,ORD-003230,CUR-0149,2.8,37,2025-09-29 19:17:00,2025-09-29 20:17:00,delivered,60.0
DEL-003231,ORD-003231,CUR-0038,5.9,48,2025-11-26 23:38:00,2025-11-26 23:28:00,delivered,52.0
DEL-003232,ORD-003232,CUR-0120,7.6,69,2025-10-15 11:04:00,2025-10-15 12:16:00,delivered,72.0
DEL-003233,ORD-003233,CUR-0053,8.0,54,2025-11-10 19:18:00,2025-11-10 20:20:00,delivered,62.0
DEL-003234,ORD-003234,CUR-0012,5.9,64,2024-07-09 23:03:00,2024-07-10 00:42:00,delivered,99.0
DEL-003235,ORD-003235,CUR-0053,4.5,39,,,cancelled,
DEL-003236,ORD-003236,CUR-0018,4.8,50,2025-10-22 20:29:00,2025-10-22 21:27:00,delivered,58.0
DEL-003237,ORD-003237,CUR-0248,5.6,56,2025-09-03 13:32:00,2025-09-03 14:26:00,delivered,54.0
DEL-003238,ORD-003238,CUR-0249,4.3,40,2025-10-16 20:19:00,2025-10-16 21:05:00,delivered,46.0
DEL-003239,ORD-003239,CUR-0009,5.9,53,2025-05-04 19:55:00,2025-05-04 20:48:00,delivered,53.0
DEL-003240,ORD-003240,CUR-0168,7.3,70,2025-11-26 16:16:00,2025-11-26 17:33:00,delivered,77.0
DEL-003241,ORD-003241,CUR-0200,8.9,67,2024-12-25 09:32:00,2024-12-25 10:40:00,delivered,68.0
DEL-003242,ORD-003242,CUR-0054,2.6,27,2025-01-27 21:46:00,2025-01-27 22:49:00,delivered,63.0
DEL-003243,ORD-003243,CUR-0170,2.7,40,2025-03-08 20:55:00,2025-03-08 21:31:00,delivered,36.0
DEL-003244,ORD-003244,CUR-0007,5.6,48,,,cancelled,
DEL-003245,ORD-003245,CUR-0063,6.0,50,2025-07-12 23:41:00,2025-07-13 00:50:00,delivered,69.0
DEL-003246,ORD-003246,CUR-0208,7.5,74,2025-05-01 13:50:00,2025-05-01 14:59:00,delivered,69.0
DEL-003247,ORD-003247,CUR-0188,5.0,47,2024-09-08 21:03:00,2024-09-08 21:52:00,delivered,49.0
DEL-003248,ORD-003248,CUR-0053,5.1,59,2025-07-03 13:52:00,2025-07-03 14:51:00,delivered,59.0
DEL-003249,ORD-003249,CUR-0052,9.2,70,2024-09-04 18:46:00,2024-09-04 19:53:00,delivered,67.0
DEL-003250,ORD-003250,CUR-0139,2.2,27,2024-11-13 17:58:00,2024-11-13 18:29:00,delivered,31.0
DEL-003251,ORD-003251,CUR-0135,2.0,43,2025-04-07 12:57:00,2025-04-07 13:36:00,delivered,259.0
DEL-003252,ORD-003252,CUR-0225,6.7,55,2024-03-09 19:17:00,2024-03-09 20:17:00,delivered,60.0
DEL-003253,ORD-003253,CUR-0118,7.7,74,,,cancelled,
DEL-003254,ORD-003254,CUR-0243,5.2,51,2025-12-18 19:17:00,2025-12-18 20:11:00,delivered,54.0
DEL-003255,ORD-003255,CUR-0017,5.7,40,2025-12-14 18:44:00,2025-12-14 19:27:00,delivered,43.0
DEL-003256,ORD-003256,CUR-0095,8.4,61,2025-07-02 19:58:00,2025-07-02 20:56:00,delivered,58.0
DEL-003257,ORD-003257,CUR-0020,2.0,36,2025-12-31 23:13:00,2025-12-31 23:56:00,delivered,43.0
DEL-003258,ORD-003258,CUR-0202,6.6,49,2025-12-28 21:15:00,2025-12-28 22:08:00,delivered,53.0
DEL-003259,ORD-003259,CUR-0055,4.6,47,2025-11-05 23:36:00,2025-11-06 00:26:00,delivered,50.0
DEL-003260,ORD-003260,CUR-0117,2.9,32,2025-03-12 11:02:00,2025-03-12 11:37:00,delivered,35.0
DEL-003261,ORD-003261,CUR-0107,5.5,50,2024-12-26 10:10:00,2024-12-26 10:59:00,delivered,49.0
DEL-003262,ORD-003262,CUR-0035,8.6,73,2025-04-15 19:57:00,2025-04-15 21:15:00,delivered,78.0
DEL-003263,ORD-003263,CUR-0008,4.0,36,2025-10-31 23:29:00,2025-11-01 00:11:00,delivered,42.0
DEL-003264,ORD-003264,CUR-0164,4.3,54,2025-08-07 13:49:00,2025-08-07 15:22:00,delivered,93.0
DEL-003265,ORD-003265,CUR-0128,6.0,63,2025-12-26 19:55:00,2025-12-26 21:01:00,delivered,66.0
DEL-003266,ORD-003266,CUR-0199,7.0,55,2025-12-31 17:06:00,2025-12-31 18:06:00,delivered,60.0
DEL-003267,ORD-003267,CUR-0135,3.5,40,2025-06-23 09:38:00,2025-06-23 10:26:00,delivered,48.0
DEL-003268,ORD-003268,CUR-0125,5.2,38,2025-09-11 18:14:00,2025-09-11 18:52:00,delivered,38.0
DEL-003269,ORD-003269,CUR-0073,5.4,47,2025-01-10 21:59:00,2025-01-10 21:49:00,delivered,59.0
DEL-003270,ORD-003270,CUR-0070,7.9,67,2025-12-26 18:10:00,2025-12-26 19:14:00,delivered,64.0
DEL-003271,ORD-003271,CUR-0128,4.8,53,2025-10-12 17:17:00,2025-10-12 18:23:00,delivered,66.0
DEL-003272,ORD-003272,CUR-0222,9.3,70,2025-05-21 23:47:00,2025-05-22 01:27:00,delivered,100.0
DEL-003273,ORD-003273,CUR-0236,6.0,57,2025-03-08 10:20:00,2025-03-08 11:12:00,delivered,52.0
DEL-003274,ORD-003274,CUR-0030,8.7,73,2025-11-11 14:42:00,2025-11-11 16:02:00,delivered,80.0
DEL-003275,ORD-003275,CUR-0179,3.5,48,2025-11-21 19:59:00,2025-11-21 21:16:00,delivered,77.0
DEL-003276,ORD-003276,CUR-0088,4.9,54,2024-12-23 13:31:00,2024-12-23 15:03:00,delivered,92.0
DEL-003277,ORD-003277,CUR-0117,6.5,53,2025-11-27 19:23:00,2025-11-27 20:17:00,delivered,54.0
DEL-003278,ORD-003278,CUR-0108,2.1,30,2025-07-13 14:50:00,2025-07-13 15:52:00,delivered,62.0
DEL-003279,ORD-003279,CUR-0067,4.7,47,2025-10-14 20:09:00,2025-10-14 21:30:00,delivered,81.0
DEL-003280,ORD-003280,CUR-0135,1.4,27,2025-08-01 20:16:00,2025-08-01 20:46:00,delivered,30.0
DEL-003281,ORD-003281,CUR-0135,2.5,36,2024-07-26 11:35:00,2024-07-26 12:15:00,delivered,40.0
DEL-003282,ORD-003282,CUR-0108,4.0,39,2025-12-19 15:14:00,2025-12-19 15:59:00,delivered,45.0
DEL-003283,ORD-003283,CUR-0096,2.2,40,2025-06-06 21:08:00,2025-06-06 22:10:00,delivered,62.0
DEL-003284,ORD-003284,CUR-0181,5.0,43,2025-11-12 13:48:00,2025-11-12 14:27:00,delivered,39.0
DEL-003285,ORD-003285,CUR-0166,3.2,38,2025-11-26 12:48:00,2025-11-26 13:21:00,delivered,33.0
DEL-003286,ORD-003286,CUR-0219,4.1,39,2024-09-06 22:44:00,2024-09-06 23:22:00,delivered,38.0
DEL-003287,ORD-003287,CUR-0010,4.0,39,2025-12-01 16:14:00,2025-12-01 17:28:00,delivered,74.0
DEL-003288,ORD-003288,CUR-0214,5.6,43,2025-08-22 13:46:00,2025-08-22 14:29:00,delivered,43.0
DEL-003289,ORD-003289,CUR-0025,6.5,57,2025-10-10 19:53:00,2025-10-10 21:01:00,delivered,68.0
DEL-003290,ORD-003290,CUR-0187,4.8,51,2025-04-29 10:13:00,2025-04-29 11:06:00,delivered,53.0
DEL-003291,ORD-003291,CUR-0183,3.2,37,2025-06-06 12:13:00,2025-06-06 12:58:00,delivered,45.0
DEL-003292,ORD-003292,CUR-0041,1.7,39,2025-05-04 17:12:00,2025-05-04 17:49:00,delivered,37.0
DEL-003293,ORD-003293,CUR-0192,1.5,37,2024-09-09 20:05:00,2024-09-09 20:37:00,delivered,32.0
DEL-003294,ORD-003294,CUR-0055,4.5,51,2025-10-02 14:23:00,2025-10-02 15:10:00,delivered,47.0
DEL-003295,ORD-003295,CUR-0105,6.5,50,2025-02-20 10:01:00,2025-02-20 11:01:00,delivered,60.0
DEL-003296,ORD-003296,CUR-0214,2.9,39,2024-11-24 21:45:00,2024-11-24 22:43:00,delivered,58.0
DEL-003297,ORD-003297,CUR-0173,5.7,58,2025-11-18 21:12:00,2025-11-18 22:33:00,delivered,81.0
DEL-003298,ORD-003298,CUR-0126,6.7,55,2025-04-05 19:04:00,2025-04-05 20:37:00,delivered,93.0
DEL-003299,ORD-003299,CUR-0004,6.5,53,,,cancelled,
DEL-003300,ORD-003300,CUR-0138,1.9,38,2025-10-23 22:59:00,2025-10-23 23:40:00,delivered,41.0
DEL-003301,ORD-003301,CUR-0145,7.0,63,2025-06-25 21:21:00,2025-06-25 22:24:00,delivered,259.0
DEL-003302,ORD-003302,CUR-0042,8.9,61,2025-05-30 22:05:00,2025-05-30 23:06:00,delivered,61.0
DEL-003303,ORD-003303,CUR-0237,9.2,70,2025-12-31 19:24:00,2025-12-31 20:35:00,delivered,71.0
DEL-003304,ORD-003304,CUR-0155,9.0,63,2025-12-26 18:36:00,2025-12-26 19:36:00,delivered,60.0
DEL-003305,ORD-003305,CUR-0059,9.1,80,2024-10-11 15:35:00,2024-10-11 16:53:00,delivered,-3.0
DEL-003306,ORD-003306,CUR-0110,7.5,59,2025-12-05 18:49:00,2025-12-05 19:51:00,delivered,62.0
DEL-003307,ORD-003307,CUR-0076,9.0,83,2025-11-06 09:21:00,2025-11-06 10:39:00,delivered,78.0
DEL-003308,ORD-003308,CUR-0101,9.5,86,2025-11-28 11:11:00,2025-11-28 12:44:00,delivered,93.0
DEL-003309,ORD-003309,CUR-0199,7.0,65,2025-12-05 19:04:00,2025-12-05 20:14:00,delivered,-3.0
DEL-003310,ORD-003310,CUR-0006,3.2,35,2025-11-29 18:58:00,2025-11-29 19:29:00,delivered,31.0
DEL-003311,ORD-003311,CUR-0149,0.8,35,2025-08-10 11:40:00,2025-08-10 12:12:00,delivered,32.0
DEL-003312,ORD-003312,CUR-0033,5.6,45,2025-12-09 16:31:00,2025-12-09 17:42:00,delivered,71.0
DEL-003313,ORD-003313,CUR-0222,4.3,54,2025-09-23 19:24:00,2025-09-23 20:57:00,delivered,93.0
DEL-003314,ORD-003314,CUR-0121,7.4,61,2024-10-01 23:25:00,2024-10-02 00:26:00,delivered,61.0
DEL-003315,ORD-003315,CUR-0174,5.6,47,2025-08-31 17:33:00,2025-08-31 18:38:00,delivered,65.0
DEL-003316,ORD-003316,CUR-0058,9.4,71,2025-11-17 17:03:00,2025-11-17 18:48:00,delivered,105.0
DEL-003317,ORD-003317,CUR-0198,3.1,42,2025-09-25 20:56:00,2025-09-25 21:41:00,delivered,45.0
DEL-003318,ORD-003318,CUR-0167,0.7,28,2025-06-14 19:37:00,2025-06-14 20:09:00,delivered,32.0
DEL-003319,ORD-003319,CUR-0220,3.1,47,2025-09-04 16:01:00,2025-09-04 16:47:00,delivered,46.0
DEL-003320,ORD-003320,CUR-0040,3.4,34,,,delivered,30.0
DEL-003321,ORD-003321,CUR-0039,5.2,44,2025-12-05 13:22:00,2025-12-05 14:11:00,delivered,49.0
DEL-003322,ORD-003322,CUR-0130,1.4,25,2025-01-05 20:54:00,2025-01-05 21:22:00,delivered,28.0
DEL-003323,ORD-003323,CUR-0220,5.8,62,2025-12-21 20:48:00,2025-12-21 21:50:00,delivered,62.0
DEL-003324,ORD-003324,CUR-0239,0.8,24,2025-12-22 17:21:00,2025-12-22 18:07:00,delivered,46.0
DEL-003325,ORD-003325,CUR-0169,1.7,31,2024-10-25 19:25:00,2024-10-25 20:02:00,delivered,37.0
DEL-003326,ORD-003326,CUR-0197,8.4,58,2025-10-10 22:36:00,2025-10-11 00:14:00,delivered,98.0
DEL-003327,ORD-003327,CUR-0203,5.0,41,2025-10-25 21:39:00,2025-10-25 22:24:00,delivered,45.0
DEL-003328,ORD-003328,CUR-0042,7.2,61,2025-02-05 17:00:00,2025-02-05 18:01:00,delivered,61.0
DEL-003329,ORD-003329,CUR-0100,6.8,60,2025-08-04 16:48:00,2025-08-04 17:46:00,delivered,58.0
DEL-003330,ORD-003330,CUR-0222,5.6,51,2025-03-12 21:24:00,2025-03-12 22:11:00,delivered,47.0
DEL-003331,ORD-003331,CUR-0116,6.6,63,,,cancelled,
DEL-003332,ORD-003332,CUR-0207,9.3,69,,,cancelled,
DEL-003333,ORD-003333,CUR-0148,1.8,24,2025-04-10 23:44:00,2025-04-11 00:14:00,delivered,30.0
DEL-003334,ORD-003334,CUR-0127,3.3,52,2025-03-12 10:27:00,2025-03-12 11:25:00,delivered,58.0
DEL-003335,ORD-003335,CUR-0019,9.1,79,2025-08-18 17:48:00,2025-08-18 19:23:00,delivered,95.0
DEL-003336,ORD-003336,CUR-0165,9.3,77,2025-05-16 18:15:00,2025-05-16 18:05:00,delivered,75.0
DEL-003337,ORD-003337,CUR-0192,3.2,47,2025-01-31 14:16:00,2025-01-31 15:04:00,delivered,48.0
DEL-003338,ORD-003338,CUR-0006,1.4,40,2025-04-05 11:31:00,2025-04-05 12:46:00,delivered,259.0
DEL-003339,ORD-003339,CUR-0198,7.7,53,2025-12-05 17:33:00,2025-12-05 18:30:00,delivered,57.0
DEL-003340,ORD-003340,CUR-0242,5.6,52,2025-08-23 10:39:00,2025-08-23 11:45:00,delivered,66.0
DEL-003341,ORD-003341,CUR-0001,3.4,38,2025-11-25 15:03:00,2025-11-25 16:13:00,delivered,70.0
DEL-003342,ORD-003342,CUR-0143,3.5,44,2025-04-27 13:14:00,2025-04-27 14:31:00,delivered,77.0
DEL-003343,ORD-003343,CUR-0099,4.7,48,2025-07-10 14:11:00,2025-07-10 15:06:00,delivered,55.0
DEL-003344,ORD-003344,CUR-0050,7.5,59,2025-10-01 20:35:00,2025-10-01 21:34:00,delivered,59.0
DEL-003345,ORD-003345,CUR-0126,1.3,33,2024-09-03 12:34:00,2024-09-03 13:10:00,delivered,36.0
DEL-003346,ORD-003346,CUR-0155,1.7,26,,,cancelled,
DEL-003347,ORD-003347,CUR-0069,2.2,33,2024-08-30 11:13:00,2024-08-30 11:50:00,delivered,37.0
DEL-003348,ORD-003348,CUR-0249,7.8,62,2025-10-01 19:41:00,2025-10-01 20:43:00,delivered,62.0
DEL-003349,ORD-003349,CUR-0002,6.6,57,2025-11-30 22:32:00,2025-11-30 23:47:00,delivered,75.0
DEL-003350,ORD-003350,CUR-0116,9.2,72,2025-08-20 19:15:00,2025-08-20 20:48:00,delivered,93.0
DEL-003351,ORD-003351,CUR-0114,8.2,68,2025-04-07 13:41:00,2025-04-07 15:19:00,delivered,98.0
DEL-003352,ORD-003352,CUR-0031,1.0,24,2025-08-24 21:29:00,2025-08-24 22:32:00,delivered,63.0
DEL-003353,ORD-003353,CUR-0123,7.6,56,2025-04-15 18:24:00,2025-04-15 19:15:00,delivered,51.0
DEL-003354,ORD-003354,CUR-0159,3.7,39,2025-10-30 19:25:00,2025-10-30 20:00:00,delivered,35.0
DEL-003355,ORD-003355,CUR-0185,4.2,54,2025-11-18 13:41:00,2025-11-18 14:31:00,delivered,50.0
DEL-003356,ORD-003356,CUR-0101,3.5,38,2025-09-06 22:44:00,2025-09-06 23:37:00,delivered,53.0
DEL-003357,ORD-003357,CUR-0217,6.4,61,2025-10-26 11:38:00,2025-10-26 12:40:00,delivered,62.0
DEL-003358,ORD-003358,CUR-0165,6.3,59,2025-12-30 16:39:00,2025-12-30 17:42:00,delivered,63.0
DEL-003359,ORD-003359,CUR-0084,4.8,44,2025-12-12 21:55:00,2025-12-12 23:05:00,delivered,70.0
DEL-003360,ORD-003360,CUR-0110,6.0,45,2025-05-18 12:19:00,2025-05-18 13:12:00,delivered,53.0
DEL-003361,ORD-003361,CUR-0108,7.3,55,,,delivered,63.0
DEL-003362,ORD-003362,CUR-0057,8.0,76,2025-12-18 18:10:00,2025-12-18 19:28:00,delivered,78.0
DEL-003363,ORD-003363,CUR-0244,8.0,54,2025-06-03 18:34:00,2025-06-03 19:23:00,delivered,49.0
DEL-003364,ORD-003364,CUR-0240,4.9,45,2025-09-13 12:33:00,2025-09-13 13:13:00,delivered,259.0
DEL-003365,ORD-003365,CUR-0013,5.7,51,2024-12-05 14:12:00,2024-12-05 15:39:00,delivered,87.0
DEL-003366,ORD-003366,CUR-0118,4.4,39,2025-11-12 19:18:00,2025-11-12 20:05:00,delivered,47.0
DEL-003367,ORD-003367,CUR-0164,1.0,20,2025-02-25 17:39:00,2025-02-25 18:03:00,delivered,24.0
DEL-003368,ORD-003368,CUR-0148,8.2,73,2025-05-25 18:00:00,2025-05-25 19:42:00,delivered,102.0
DEL-003369,ORD-003369,CUR-0141,9.3,77,2025-12-09 15:24:00,2025-12-09 16:36:00,delivered,72.0
DEL-003370,ORD-003370,CUR-0057,4.7,55,2025-12-17 12:30:00,2025-12-17 13:28:00,delivered,259.0
DEL-003371,ORD-003371,CUR-0145,0.7,35,2025-10-22 20:23:00,2025-10-22 21:06:00,delivered,43.0
DEL-003372,ORD-003372,CUR-0136,5.4,44,2024-12-03 09:54:00,2024-12-03 10:39:00,delivered,45.0
DEL-003373,ORD-003373,CUR-0241,7.2,74,2025-01-25 09:43:00,2025-01-25 10:54:00,delivered,71.0
DEL-003374,ORD-003374,CUR-0231,6.8,54,2025-09-05 20:22:00,2025-09-05 21:12:00,delivered,50.0
DEL-003375,ORD-003375,CUR-0050,3.4,53,2025-08-13 19:52:00,2025-08-13 21:20:00,delivered,88.0
DEL-003376,ORD-003376,CUR-0214,8.2,61,2024-09-23 16:29:00,2024-09-23 17:26:00,delivered,57.0
DEL-003377,ORD-003377,CUR-0041,3.4,51,2025-08-22 19:42:00,2025-08-22 21:00:00,delivered,78.0
DEL-003378,ORD-003378,CUR-0079,8.7,74,,,cancelled,
DEL-003379,ORD-003379,CUR-0015,8.9,68,2025-11-26 17:01:00,2025-11-26 18:09:00,delivered,68.0
DEL-003380,ORD-003380,CUR-0146,5.6,50,2025-09-03 13:57:00,2025-09-03 15:26:00,delivered,89.0
DEL-003381,ORD-003381,CUR-0226,4.2,46,2025-11-19 13:30:00,2025-11-19 14:12:00,delivered,42.0
DEL-003382,ORD-003382,CUR-0098,6.4,51,2024-09-18 16:28:00,2024-09-18 17:36:00,delivered,68.0
DEL-003383,ORD-003383,CUR-0188,7.8,49,2025-03-22 14:12:00,2025-03-22 15:24:00,delivered,72.0
DEL-003384,ORD-003384,CUR-0085,3.2,38,2025-09-04 19:31:00,2025-09-04 20:05:00,delivered,34.0
DEL-003385,ORD-003385,CUR-0222,1.4,30,2025-06-29 23:24:00,2025-06-29 23:50:00,delivered,26.0
DEL-003386,ORD-003386,CUR-0137,6.8,57,2025-11-07 12:08:00,2025-11-07 13:13:00,delivered,65.0
DEL-003387,ORD-003387,CUR-0212,5.9,48,2025-12-19 10:42:00,2025-12-19 11:53:00,delivered,71.0
DEL-003388,ORD-003388,CUR-0230,8.8,69,2025-12-09 11:36:00,2025-12-09 12:46:00,delivered,70.0
DEL-003389,ORD-003389,CUR-0214,6.2,55,2024-07-19 19:05:00,2024-07-19 19:57:00,delivered,52.0
DEL-003390,ORD-003390,CUR-0088,6.0,58,2025-11-24 13:07:00,2025-11-24 14:15:00,delivered,68.0
DEL-003391,ORD-003391,CUR-0166,7.2,64,2025-10-06 00:09:00,2025-10-06 01:42:00,delivered,93.0
DEL-003392,ORD-003392,CUR-0060,4.8,51,2025-01-12 20:23:00,2025-01-12 21:09:00,delivered,46.0
DEL-003393,ORD-003393,CUR-0024,1.0,26,2025-09-09 22:37:00,2025-09-09 23:04:00,delivered,27.0
DEL-003394,ORD-003394,CUR-0163,4.5,48,2024-12-05 14:33:00,2024-12-05 15:20:00,delivered,47.0
DEL-003395,ORD-003395,CUR-0089,8.9,68,2025-04-16 16:17:00,2025-04-16 17:33:00,delivered,76.0
DEL-003396,ORD-003396,CUR-0022,8.3,59,2025-02-07 11:19:00,2025-02-07 12:13:00,delivered,54.0
DEL-003397,ORD-003397,CUR-0114,0.6,31,2025-06-20 21:17:00,2025-06-20 21:45:00,delivered,28.0
DEL-003398,ORD-003398,CUR-0079,8.8,80,2025-09-15 22:31:00,2025-09-15 23:55:00,delivered,84.0
DEL-003399,ORD-003399,CUR-0093,8.2,60,2024-10-12 16:26:00,2024-10-12 17:32:00,delivered,66.0
DEL-003400,ORD-003400,CUR-0024,7.2,56,2025-12-28 10:57:00,2025-12-28 11:50:00,delivered,53.0
DEL-003401,ORD-003401,CUR-0104,2.7,28,2025-08-25 10:05:00,2025-08-25 10:35:00,delivered,30.0
DEL-003402,ORD-003402,CUR-0196,5.9,51,2025-12-19 11:07:00,2025-12-19 12:01:00,delivered,54.0
DEL-003403,ORD-003403,CUR-0121,8.5,74,2025-06-25 21:41:00,2025-06-25 22:53:00,delivered,72.0
DEL-003404,ORD-003404,CUR-0209,3.8,41,2025-02-08 17:43:00,2025-02-08 18:21:00,delivered,38.0
DEL-003405,ORD-003405,CUR-0065,3.4,37,,,cancelled,
DEL-003406,ORD-003406,CUR-0203,6.8,59,2025-09-12 18:58:00,2025-09-12 19:59:00,delivered,61.0
DEL-003407,ORD-003407,CUR-0051,5.7,57,2025-11-10 11:10:00,2025-11-10 12:09:00,delivered,59.0
