payment_id,order_id,payment_method,payment_status,currency,food_amount,delivery_fee,total_amount
PAY-002584,ORD-002584,paypal,paid,EUR,21.89,3.99,25.88
PAY-002585,ORD-002585,apple_pay,paid,EUR,38.79,0.0,38.79
PAY-002586,ORD-002586,apple_pay,paid,EUR,19.87,3.99,23.86
PAY-002587,ORD-002587,card,paid,EUR,41.89,0.0,41.89
PAY-002588,ORD-002588,card,paid,EUR,46.29,3.99,50.28
PAY-002589,ORD-002589,card,paid,EUR,55.12,3.99,59.11
PAY-002590,ORD-002590,paypal,paid,EUR,65.3,0.0,65.3
PAY-002591,ORD-002591,card,paid,EUR,23.55,3.99,27.54
PAY-002592,ORD-002592,card,paid,EUR,64.65,3.99,68.64
PAY-002593,ORD-002593,google_pay,paid,EUR,57.82,3.99,61.81
PAY-002594,ORD-002594,card,paid,EUR,36.66,3.99,40.65
PAY-002595,ORD-002595,google_pay,paid,EUR,32.13,3.99,36.12
PAY-002596,ORD-002596,paypal,paid,EUR,69.42,3.99,73.41
PAY-002597,ORD-002597,apple_pay,paid,EUR,31.14,3.99,35.13
PAY-002598,ORD-002598,google_pay,paid,EUR,68.54,0.0,68.54
PAY-002599,ORD-002599,apple_pay,paid,EUR,41.73,3.99,45.72
PAY-002600,ORD-002600,card,paid,EUR,26.5,0.0,26.5
PAY-002601,ORD-002601,apple_pay,paid,EUR,16.02,3.99,20.01
PAY-002602,ORD-002602,paypal,paid,EUR,39.08,3.99,43.07
PAY-002603,ORD-002603,paypal,paid,EUR,13.79,3.99,17.78
PAY-002604,ORD-002604,google_pay,paid,EUR,69.74,3.99,73.73
PAY-002605,ORD-002605,paypal,paid,EUR,23.72,3.99,27.71
PAY-002606,ORD-002606,apple_pay,paid,EUR,12.82,3.99,16.81
PAY-002607,ORD-002607,apple_pay,paid,EUR,11.41,3.99,15.4
PAY-002608,ORD-002608,google_pay,paid,EUR,68.92,3.99,72.91
PAY-002609,ORD-002609,card,paid,EUR,42.54,3.99,46.53
PAY-002610,ORD-002610,google_pay,paid,EUR,20.56,3.99,24.55
PAY-002611,ORD-002611,card,paid,EUR,14.86,3.99,18.85
PAY-002612,ORD-002612,apple_pay,paid,EUR,47.1,0.0,47.1
PAY-002613,ORD-002613,card,paid,EUR,55.09,0.0,55.09
PAY-002614,ORD-002614,google_pay,paid,EUR,47.24,3.99,51.23
PAY-002615,ORD-002615,paypal,paid,EUR,62.13,0.0,62.13
PAY-002616,ORD-002616,apple_pay,paid,EUR,35.99,3.99,39.98
PAY-002617,ORD-002617,apple_pay,paid,EUR,13.37,3.99,17.36
PAY-002618,ORD-002618,apple_pay,paid,EUR,48.01,3.99,52.0
PAY-002619,ORD-002619,google_pay,paid,EUR,8.2,1.49,9.69
PAY-002620,ORD-002620,paypal,paid,EUR,22.83,3.99,26.82
PAY-002621,ORD-002621,card,paid,EUR,20.13,3.99,24.12
PAY-002622,ORD-002622,google_pay,paid,EUR,45.41,0.0,45.41
PAY-002623,ORD-002623,paypal,paid,EUR,10.88,1.49,12.37
PAY-002624,ORD-002624,paypal,paid,EUR,51.67,3.99,55.66
PAY-002625,ORD-002625,apple_pay,paid,EUR,64.45,0.0,64.45
PAY-002626,ORD-002626,google_pay,paid,EUR,54.47,3.99,58.46
PAY-002627,ORD-002627,google_pay,refunded,EUR,11.69,3.99,15.68
PAY-002628,ORD-002628,paypal,paid,EUR,46.87,3.99,50.86
PAY-002629,ORD-002629,apple_pay,paid,EUR,25.22,3.99,29.21
PAY-002630,ORD-002630,google_pay,paid,EUR,66.53,3.99,70.52
PAY-002631,ORD-002631,apple_pay,paid,EUR,62.5,0.0,62.5
PAY-002632,ORD-002632,google_pay,refunded,EUR,31.74,3.99,35.73
PAY-002633,ORD-002633,google_pay,paid,EUR,23.96,3.99,27.95
PAY-002634,ORD-002634,card,paid,EUR,60.78,3.99,64.77
PAY-002635,ORD-002635,card,paid,EUR,23.46,0.0,23.46
PAY-002636,ORD-002636,apple_pay,paid,EUR,8.9,3.99,12.89
PAY-002637,ORD-002637,paypal,paid,EUR,15.88,0.0,15.88
PAY-002638,ORD-002638,card,paid,EUR,52.6,3.99,56.59
PAY-002639,ORD-002639,apple_pay,paid,EUR,29.77,3.99,33.76
PAY-002640,ORD-002640,card,paid,EUR,66.14,3.99,70.13
PAY-002641,ORD-002641,google_pay,refunded,EUR,18.16,0.0,18.16
PAY-002642,ORD-002642,google_pay,paid,EUR,57.47,0.0,57.47
PAY-002643,ORD-002643,paypal,paid,EUR,31.82,3.99,35.81
PAY-002644,ORD-002644,paypal,paid,EUR,22.4,3.99,26.39
PAY-002645,ORD-002645,card,paid,EUR,66.2,3.99,70.19
PAY-002646,ORD-002646,apple_pay,paid,EUR,12.43,3.99,16.42
PAY-002647,ORD-002647,paypal,paid,EUR,52.04,0.0,52.04
PAY-002648,ORD-002648,apple_pay,paid,EUR,28.01,0.0,28.01
PAY-002649,ORD-002649,apple_pay,paid,EUR,43.67,0.0,43.67
PAY-002650,ORD-002650,card,paid,EUR,30.42,3.99,34.41
PAY-002651,ORD-002651,google_pay,paid,EUR,20.96,0.0,20.96
PAY-002652,ORD-002652,card,paid,EUR,32.93,3.99,36.92
PAY-002653,ORD-002653,card,paid,EUR,11.47,3.99,15.46
PAY-002654,ORD-002654,paypal,paid,EUR,69.62,3.99,73.61
PAY-002655,ORD-002655,apple_pay,paid,EUR,59.5,3.99,63.49
PAY-002656,ORD-002656,google_pay,paid,EUR,37.13,3.99,41.12
PAY-002657,ORD-002657,card,paid,EUR,19.66,0.0,19.66
PAY-002658,ORD-002658,apple_pay,refunded,EUR,26.14,0.0,26.14
PAY-002659,ORD-002659,paypal,refunded,EUR,19.19,0.0,19.19
PAY-002660,ORD-002660,google_pay,paid,EUR,35.21,3.99,39.2
PAY-002661,ORD-002661,apple_pay,paid,EUR,66.9,3.99,70.89
PAY-002662,ORD-002662,apple_pay,paid,EUR,50.2,3.99,54.19
PAY-002663,ORD-002663,card,refunded,EUR,61.52,0.0,61.52
PAY-002664,ORD-002664,google_pay,paid,EUR,69.93,3.99,73.92
PAY-002665,ORD-002665,paypal,paid,EUR,55.1,3.99,59.09
PAY-002666,ORD-002666,paypal,paid,EUR,54.98,3.99,58.97
PAY-002667,ORD-002667,google_pay,paid,EUR,8.31,3.99,12.3
PAY-002668,ORD-002668,apple_pay,paid,EUR,29.0,3.99,32.99
PAY-002669,ORD-002669,google_pay,paid,EUR,60.14,0.0,60.14
PAY-002670,ORD-002670,google_pay,paid,EUR,32.31,3.99,36.3
PAY-002671,ORD-002671,apple_pay,refunded,EUR,40.9,3.99,44.89
PAY-002672,ORD-002672,card,paid,EUR,53.67,0.0,53.67
PAY-002673,ORD-002673,apple_pay,paid,EUR,34.08,3.99,38.07
PAY-002674,ORD-002674,card,refunded,EUR,28.82,3.99,32.81
PAY-002675,ORD-002675,paypal,paid,EUR,57.02,3.99,61.01
PAY-002676,ORD-002676,google_pay,paid,EUR,56.55,3.99,60.54
PAY-002677,ORD-002677,card,paid,EUR,23.53,3.99,27.52
PAY-002678,ORD-002678,google_pay,paid,EUR,55.64,3.99,59.63
PAY-002679,ORD-002679,card,paid,EUR,11.29,3.99,15.28
PAY-002680,ORD-002680,card,paid,EUR,37.77,3.99,41.76
PAY-002681,ORD-002681,google_pay,paid,EUR,26.85,0.0,26.85
PAY-002682,ORD-002682,paypal,paid,EUR,64.49,3.99,68.48
PAY-002683,ORD-002683,paypal,paid,EUR,62.56,3.99,66.55
PAY-002684,ORD-002684,paypal,refunded,EUR,58.57,3.99,62.56
PAY-002685,ORD-002685,apple_pay,paid,EUR,45.65,3.99,49.64
PAY-002686,ORD-002686,card,paid,EUR,28.5,3.99,32.49
PAY-002687,ORD-002687,apple_pay,paid,EUR,42.98,0.0,42.98
PAY-002688,ORD-002688,apple_pay,paid,EUR,13.04,3.99,17.03
PAY-002689,ORD-002689,card,refunded,EUR,57.14,0.0,57.14
PAY-002690,ORD-002690,card,paid,EUR,41.93,0.0,41.93
PAY-002691,ORD-002691,apple_pay,paid,EUR,56.47,3.99,60.46
PAY-002692,ORD-002692,card,paid,EUR,61.05,3.99,65.04
PAY-002693,ORD-002693,paypal,paid,EUR,40.18,3.99,44.17
PAY-002694,ORD-002694,card,paid,EUR,40.1,3.99,44.09
PAY-002695,ORD-002695,apple_pay,paid,EUR,49.21,0.0,49.21
PAY-002696,ORD-002696,card,paid,EUR,55.7,0.0,55.7
PAY-002697,ORD-002697,google_pay,paid,EUR,56.43,3.99,60.42
PAY-002698,ORD-002698,google_pay,paid,EUR,55.18,0.0,55.18
PAY-002699,ORD-002699,card,refunded,EUR,50.98,0.0,50.98
PAY-002700,ORD-002700,google_pay,paid,EUR,61.35,0.0,61.35
PAY-002701,ORD-002701,google_pay,refunded,EUR,44.64,3.99,48.63
PAY-002702,ORD-002702,card,paid,EUR,28.41,0.0,28.41
PAY-002703,ORD-002703,card,paid,EUR,22.02,3.99,26.01
PAY-002704,ORD-002704,google_pay,paid,EUR,42.47,3.99,46.46
PAY-002705,ORD-002705,google_pay,paid,EUR,9.37,3.99,13.36
PAY-002706,ORD-002706,card,paid,EUR,40.2,0.0,40.2
PAY-002707,ORD-002707,apple_pay,paid,EUR,28.68,3.99,32.67
PAY-002708,ORD-002708,card,paid,EUR,51.03,3.99,55.02
PAY-002709,ORD-002709,google_pay,paid,EUR,34.18,3.99,38.17
PAY-002710,ORD-002710,apple_pay,paid,EUR,12.18,3.99,16.17
PAY-002711,ORD-002711,card,paid,EUR,34.88,3.99,38.87
PAY-002712,ORD-002712,google_pay,paid,EUR,49.88,3.99,53.87
PAY-002713,ORD-002713,apple_pay,paid,EUR,34.69,0.0,34.69
PAY-002714,ORD-002714,google_pay,paid,EUR,15.33,0.0,15.33
PAY-002715,ORD-002715,card,paid,EUR,42.13,3.99,46.12
PAY-002716,ORD-002716,apple_pay,paid,EUR,20.48,3.99,24.47
PAY-002717,ORD-002717,apple_pay,paid,EUR,17.05,0.0,17.05
PAY-002718,ORD-002718,apple_pay,paid,EUR,37.02,3.99,41.01
PAY-002719,ORD-002719,card,paid,EUR,58.12,3.99,62.11
PAY-002720,ORD-002720,apple_pay,paid,EUR,61.93,3.99,65.92
PAY-002721,ORD-002721,apple_pay,paid,EUR,66.77,3.99,70.76
PAY-002722,ORD-002722,card,paid,EUR,65.88,3.99,69.87
PAY-002723,ORD-002723,card,paid,EUR,49.32,0.0,49.32
PAY-002724,ORD-002724,apple_pay,paid,EUR,32.74,3.99,36.73
PAY-002725,ORD-002725,card,paid,EUR,13.55,1.49,15.04
PAY-002726,ORD-002726,google_pay,paid,EUR,12.99,3.99,16.98
PAY-002727,ORD-002727,google_pay,paid,EUR,69.02,3.99,73.01
PAY-002728,ORD-002728,card,paid,EUR,20.38,3.99,24.37
PAY-002729,ORD-002729,apple_pay,paid,EUR,42.69,3.99,46.68
PAY-002730,ORD-002730,apple_pay,paid,EUR,15.24,0.0,15.24
PAY-002731,ORD-002731,google_pay,paid,EUR,46.12,3.99,50.11
PAY-002732,ORD-002732,google_pay,paid,EUR,61.59,0.0,61.59
PAY-002733,ORD-002733,card,paid,EUR,31.22,0.0,31.22
PAY-002734,ORD-002734,google_pay,refunded,EUR,51.14,3.99,55.13
PAY-002735,ORD-002735,apple_pay,paid,EUR,43.42,3.99,47.41
PAY-002736,ORD-002736,paypal,refunded,EUR,9.51,1.49,11.0
PAY-002737,ORD-002737,paypal,paid,EUR,13.82,3.99,17.81
PAY-002738,ORD-002738,apple_pay,paid,EUR,55.17,3.99,59.16
PAY-002739,ORD-002739,google_pay,paid,EUR,67.78,0.0,67.78
PAY-002740,ORD-002740,google_pay,paid,EUR,42.73,0.0,42.73
PAY-002741,ORD-002741,apple_pay,paid,EUR,44.44,3.99,48.43
PAY-002742,ORD-002742,paypal,refunded,EUR,36.64,3.99,40.63
PAY-002743,ORD-002743,apple_pay,paid,EUR,58.42,0.0,58.42
PAY-002744,ORD-002744,card,paid,EUR,36.77,0.0,36.77
PAY-002745,ORD-002745,apple_pay,paid,EUR,14.59,1.49,16.08
PAY-002746,ORD-002746,paypal,paid,EUR,29.55,3.99,33.54
PAY-002747,ORD-002747,apple_pay,paid,EUR,18.44,0.0,18.44
PAY-002748,ORD-002748,card,paid,EUR,62.84,3.99,66.83
PAY-002749,ORD-002749,google_pay,paid,EUR,18.8,0.0,18.8
PAY-002750,ORD-002750,paypal,paid,EUR,58.13,3.99,62.12
PAY-002751,ORD-002751,card,paid,EUR,10.74,3.99,14.73
PAY-002752,ORD-002752,google_pay,paid,EUR,63.94,3.99,67.93
PAY-002753,ORD-002753,card,paid,EUR,32.33,3.99,36.32
PAY-002754,ORD-002754,google_pay,paid,EUR,25.05,0.0,25.05
PAY-002755,ORD-002755,paypal,paid,EUR,62.21,3.99,66.2
PAY-002756,ORD-002756,google_pay,paid,EUR,53.72,3.99,57.71
PAY-002757,ORD-002757,paypal,paid,EUR,16.94,0.0,16.94
PAY-002758,ORD-002758,apple_pay,paid,EUR,17.34,3.99,21.33
PAY-002759,ORD-002759,google_pay,paid,EUR,20.59,3.99,24.58
PAY-002760,ORD-002760,card,paid,EUR,18.43,0.0,18.43
PAY-002761,ORD-002761,apple_pay,paid,EUR,52.9,3.99,56.89
PAY-002762,ORD-002762,google_pay,refunded,EUR,20.36,0.0,20.36
PAY-002763,ORD-002763,paypal,paid,EUR,16.02,0.0,16.02
PAY-002764,ORD-002764,card,paid,EUR,57.44,3.99,61.43
PAY-002765,ORD-002765,google_pay,paid,EUR,34.81,3.99,38.8
PAY-002766,ORD-002766,apple_pay,refunded,EUR,30.85,3.99,34.84
PAY-002767,ORD-002767,card,paid,EUR,62.6,3.99,66.59
PAY-002768,ORD-002768,google_pay,paid,EUR,30.56,0.0,30.56
PAY-002769,ORD-002769,card,paid,EUR,21.26,3.99,25.25
PAY-002770,ORD-002770,apple_pay,paid,EUR,22.91,3.99,26.9
PAY-002771,ORD-002771,google_pay,paid,EUR,49.3,3.99,53.29
PAY-002772,ORD-002772,apple_pay,paid,EUR,56.07,3.99,60.06
PAY-002773,ORD-002773,card,refunded,EUR,68.93,3.99,72.92
PAY-002774,ORD-002774,paypal,paid,EUR,66.79,3.99,70.78
PAY-002775,ORD-002775,google_pay,paid,EUR,8.25,3.99,12.24
PAY-002776,ORD-002776,paypal,paid,EUR,42.76,3.99,46.75
PAY-002777,ORD-002777,card,paid,EUR,42.95,3.99,46.94
PAY-002778,ORD-002778,card,paid,EUR,61.03,3.99,65.02
PAY-002779,ORD-002779,google_pay,paid,EUR,25.25,3.99,29.24
PAY-002780,ORD-002780,apple_pay,paid,EUR,38.26,3.99,42.25
PAY-002781,ORD-002781,card,refunded,EUR,16.41,0.0,16.41
PAY-002782,ORD-002782,card,paid,EUR,64.43,3.99,68.42
PAY-002783,ORD-002783,paypal,paid,EUR,34.6,3.99,38.59
PAY-002784,ORD-002784,card,paid,EUR,36.02,3.99,40.01
PAY-002785,ORD-002785,google_pay,paid,EUR,10.21,3.99,14.2
PAY-002786,ORD-002786,paypal,paid,EUR,17.06,0.0,17.06
PAY-002787,ORD-002787,paypal,paid,EUR,50.95,3.99,54.94
PAY-002788,ORD-002788,google_pay,paid,EUR,69.32,3.99,73.31
PAY-002789,ORD-002789,google_pay,paid,EUR,42.88,3.99,46.87
PAY-002790,ORD-002790,google_pay,paid,EUR,8.17,1.49,9.66
PAY-002791,ORD-002791,card,paid,EUR,37.52,3.99,41.51
PAY-002792,ORD-002792,paypal,refunded,EUR,27.59,3.99,31.58
PAY-002793,ORD-002793,apple_pay,paid,EUR,63.39,3.99,67.38
PAY-002794,ORD-002794,apple_pay,paid,EUR,50.54,3.99,54.53
PAY-002795,ORD-002795,card,paid,EUR,25.59,3.99,29.58
PAY-002796,ORD-002796,paypal,paid,EUR,10.75,1.49,12.24
PAY-002797,ORD-002797,paypal,paid,EUR,46.48,3.99,50.47
PAY-002798,ORD-002798,card,paid,EUR,58.3,3.99,62.29
PAY-002799,ORD-002799,paypal,paid,EUR,9.34,3.99,13.33
PAY-002800,ORD-002800,google_pay,paid,EUR,69.79,3.99,73.78
PAY-002801,ORD-002801,apple_pay,paid,EUR,48.49,3.99,52.48
PAY-002802,ORD-002802,card,paid,EUR,58.64,0.0,58.64
PAY-002803,ORD-002803,apple_pay,paid,EUR,44.5,3.99,48.49
PAY-002804,ORD-002804,apple_pay,paid,EUR,59.02,3.99,63.01
PAY-002805,ORD-002805,card,paid,EUR,17.11,3.99,21.1
PAY-002806,ORD-002806,paypal,paid,EUR,57.19,0.0,57.19
PAY-002807,ORD-002807,card,paid,EUR,14.69,3.99,18.68
PAY-002808,ORD-002808,card,refunded,EUR,66.53,0.0,66.53
PAY-002809,ORD-002809,apple_pay,paid,EUR,22.7,0.0,22.7
PAY-002810,ORD-002810,google_pay,refunded,EUR,19.66,0.0,19.66
PAY-002811,ORD-002811,paypal,paid,EUR,14.49,3.99,18.48
PAY-002812,ORD-002812,apple_pay,paid,EUR,62.64,3.99,66.63
PAY-002813,ORD-002813,apple_pay,paid,EUR,54.3,3.99,58.29
PAY-002814,ORD-002814,paypal,paid,EUR,29.41,0.0,29.41
PAY-002815,ORD-002815,apple_pay,paid,EUR,65.32,0.0,65.32
PAY-002816,ORD-002816,google_pay,paid,EUR,50.5,3.99,54.49
PAY-002817,ORD-002817,card,paid,EUR,40.14,3.99,44.13
PAY-002818,ORD-002818,google_pay,paid,EUR,44.88,0.0,44.88
PAY-002819,ORD-002819,apple_pay,paid,EUR,25.37,3.99,29.36
PAY-002820,ORD-002820,google_pay,paid,EUR,33.81,3.99,37.8
PAY-002821,ORD-002821,paypal,paid,EUR,24.01,3.99,28.0
PAY-002822,ORD-002822,paypal,paid,EUR,18.58,0.0,18.58
PAY-002823,ORD-002823,google_pay,refunded,EUR,57.04,3.99,61.03
PAY-002824,ORD-002824,apple_pay,paid,EUR,68.17,0.0,68.17
PAY-002825,ORD-002825,apple_pay,paid,EUR,18.24,3.99,22.23
PAY-002826,ORD-002826,google_pay,paid,EUR,8.52,3.99,12.51
PAY-002827,ORD-002827,google_pay,paid,EUR,25.28,0.0,25.28
PAY-002828,ORD-002828,google_pay,paid,EUR,13.8,3.99,17.79
PAY-002829,ORD-002829,google_pay,paid,EUR,26.15,3.99,30.14
PAY-002830,ORD-002830,apple_pay,paid,EUR,30.43,3.99,34.42
PAY-002831,ORD-002831,google_pay,refunded,EUR,64.7,3.99,68.69
PAY-002832,ORD-002832,card,paid,EUR,35.0,3.99,38.99
PAY-002833,ORD-002833,apple_pay,paid,EUR,64.56,3.99,68.55
PAY-002834,ORD-002834,card,refunded,EUR,29.39,3.99,33.38
PAY-002835,ORD-002835,card,paid,EUR,12.35,3.99,16.34
PAY-002836,ORD-002836,paypal,paid,EUR,58.25,3.99,62.24
PAY-002837,ORD-002837,apple_pay,paid,EUR,57.63,3.99,61.62
PAY-002838,ORD-002838,card,paid,EUR,51.64,0.0,51.64
PAY-002839,ORD-002839,card,paid,EUR,59.7,0.0,59.7
PAY-002840,ORD-002840,google_pay,paid,EUR,14.28,1.49,15.77
PAY-002841,ORD-002841,google_pay,paid,EUR,11.27,3.99,15.26
PAY-002842,ORD-002842,card,paid,EUR,19.07,3.99,23.06
PAY-002843,ORD-002843,google_pay,paid,EUR,9.42,3.99,13.41
PAY-002844,ORD-002844,paypal,refunded,EUR,45.85,3.99,49.84
PAY-002845,ORD-002845,paypal,paid,EUR,33.34,0.0,33.34
PAY-002846,ORD-002846,apple_pay,paid,EUR,13.73,3.99,17.72
PAY-002847,ORD-002847,card,paid,EUR,37.08,3.99,41.07
PAY-002848,ORD-002848,google_pay,paid,EUR,17.7,3.99,21.69
PAY-002849,ORD-002849,apple_pay,paid,EUR,20.08,0.0,20.08
PAY-002850,ORD-002850,card,paid,EUR,12.2,3.99,16.19
PAY-002851,ORD-002851,paypal,paid,EUR,64.91,0.0,64.91
PAY-002852,ORD-002852,paypal,paid,EUR,25.44,3.99,29.43
PAY-002853,ORD-002853,apple_pay,paid,EUR,19.28,0.0,19.28
PAY-002854,ORD-002854,apple_pay,paid,EUR,54.32,3.99,58.31
PAY-002855,ORD-002855,apple_pay,paid,EUR,8.26,3.99,12.25
PAY-002856,ORD-002856,google_pay,paid,EUR,57.44,0.0,57.44
PAY-002857,ORD-002857,google_pay,paid,EUR,25.69,3.99,29.68
PAY-002858,ORD-002858,google_pay,paid,EUR,54.2,0.0,54.2
PAY-002859,ORD-002859,apple_pay,paid,EUR,18.72,0.0,18.72
PAY-002860,ORD-002860,google_pay,refunded,EUR,57.06,3.99,61.05
PAY-002861,ORD-002861,paypal,paid,EUR,64.26,0.0,64.26
PAY-002862,ORD-002862,paypal,paid,EUR,57.83,0.0,57.83
PAY-002863,ORD-002863,google_pay,paid,EUR,12.23,3.99,16.22
PAY-002864,ORD-002864,card,paid,EUR,10.3,1.49,11.79
PAY-002865,ORD-002865,google_pay,paid,EUR,27.14,0.0,27.14
PAY-002866,ORD-002866,paypal,refunded,EUR,16.81,3.99,20.8
PAY-002867,ORD-002867,apple_pay,paid,EUR,35.46,3.99,39.45
PAY-002868,ORD-002868,google_pay,paid,EUR,53.35,3.99,57.34
PAY-002869,ORD-002869,card,paid,EUR,12.54,3.99,16.53
PAY-002870,ORD-002870,google_pay,paid,EUR,49.35,3.99,53.34
PAY-002871,ORD-002871,paypal,paid,EUR,20.4,3.99,24.39
PAY-002872,ORD-002872,card,paid,EUR,60.88,3.99,64.87
PAY-002873,ORD-002873,card,paid,EUR,23.76,3.99,27.75
PAY-002874,ORD-002874,card,paid,EUR,14.15,3.99,18.14
PAY-002875,ORD-002875,card,paid,EUR,36.74,0.0,36.74
PAY-002876,ORD-002876,google_pay,paid,EUR,61.53,3.99,65.52
PAY-002877,ORD-002877,apple_pay,paid,EUR,49.14,3.99,53.13
PAY-002878,ORD-002878,card,paid,EUR,45.05,0.0,45.05
PAY-002879,ORD-002879,paypal,paid,EUR,38.67,3.99,42.66
PAY-002880,ORD-002880,paypal,paid,EUR,40.09,3.99,44.08
PAY-002881,ORD-002881,apple_pay,paid,EUR,60.62,3.99,64.61
PAY-002882,ORD-002882,card,paid,EUR,18.72,3.99,22.71
PAY-002883,ORD-002883,paypal,paid,EUR,60.73,3.99,64.72
PAY-002884,ORD-002884,paypal,paid,EUR,53.09,3.99,57.08
PAY-002885,ORD-002885,card,refunded,EUR,26.45,3.99,30.44
PAY-002886,ORD-002886,apple_pay,paid,EUR,33.8,3.99,37.79
PAY-002887,ORD-002887,paypal,paid,EUR,49.26,3.99,53.25
PAY-002888,ORD-002888,paypal,paid,EUR,15.95,0.0,15.95
PAY-002889,ORD-002889,google_pay,paid,EUR,27.5,3.99,31.49
PAY-002890,ORD-002890,card,refunded,EUR,57.5,3.99,61.49
PAY-002891,ORD-002891,apple_pay,paid,EUR,34.11,3.99,38.1
PAY-002892,ORD-002892,card,paid,EUR,11.07,3.99,15.06
PAY-002893,ORD-002893,apple_pay,paid,EUR,25.37,0.0,25.37
PAY-002894,ORD-002894,apple_pay,refunded,EUR,58.99,3.99,62.98
PAY-002895,ORD-002895,paypal,paid,EUR,15.27,0.0,15.27
PAY-002896,ORD-002896,apple_pay,paid,EUR,47.5,3.99,51.49
PAY-002897,ORD-002897,google_pay,paid,EUR,34.59,0.0,34.59
PAY-002898,ORD-002898,paypal,refunded,EUR,64.82,0.0,64.82
PAY-002899,ORD-002899,card,paid,EUR,45.42,3.99,49.41
PAY-002900,ORD-002900,card,paid,EUR,58.46,3.99,62.45
PAY-002901,ORD-002901,paypal,paid,EUR,60.12,3.99,64.11
PAY-002902,ORD-002902,card,paid,EUR,53.39,3.99,57.38
PAY-002903,ORD-002903,paypal,paid,EUR,31.91,0.0,31.91
PAY-002904,ORD-002904,google_pay,paid,EUR,29.94,3.99,33.93
PAY-002905,ORD-002905,google_pay,paid,EUR,30.11,3.99,34.1
PAY-002906,ORD-002906,google_pay,paid,EUR,46.42,3.99,50.41
PAY-002907,ORD-002907,google_pay,paid,EUR,27.56,0.0,27.56
PAY-002908,ORD-002908,google_pay,paid,EUR,36.56,3.99,40.55
PAY-002909,ORD-002909,google_pay,paid,EUR,25.38,3.99,29.37
PAY-002910,ORD-002910,google_pay,paid,EUR,38.75,3.99,42.74
PAY-002911,ORD-002911,apple_pay,paid,EUR,66.0,3.99,69.99
PAY-002912,ORD-002912,card,paid,EUR,67.78,3.99,71.77
PAY-002913,ORD-002913,card,refunded,EUR,21.62,0.0,21.62
PAY-002914,ORD-002914,apple_pay,paid,EUR,32.37,3.99,36.36
PAY-002915,ORD-002915,paypal,paid,EUR,64.39,3.99,68.38
PAY-002916,ORD-002916,paypal,paid,EUR,18.29,0.0,18.29
PAY-002917,ORD-002917,google_pay,paid,EUR,18.01,0.0,18.01
PAY-002918,ORD-002918,apple_pay,paid,EUR,69.61,3.99,73.6
PAY-002919,ORD-002919,paypal,paid,EUR,54.06,0.0,54.06
PAY-002920,ORD-002920,apple_pay,paid,EUR,51.51,3.99,55.5
PAY-002921,ORD-002921,apple_pay,paid,EUR,52.73,3.99,56.72
PAY-002922,ORD-002922,paypal,paid,EUR,50.85,3.99,54.84
PAY-002923,ORD-002923,google_pay,paid,EUR,15.44,3.99,19.43
PAY-002924,ORD-002924,card,paid,EUR,13.9,3.99,17.89
PAY-002925,ORD-002925,paypal,paid,EUR,25.61,3.99,29.6
PAY-002926,ORD-002926,card,paid,EUR,27.55,3.99,31.54
PAY-002927,ORD-002927,apple_pay,refunded,EUR,59.87,3.99,63.86
PAY-002928,ORD-002928,card,paid,EUR,60.25,3.99,64.24
PAY-002929,ORD-002929,paypal,paid,EUR,55.39,3.99,59.38
PAY-002930,ORD-002930,card,paid,EUR,34.19,3.99,38.18
PAY-002931,ORD-002931,google_pay,paid,EUR,55.34,3.99,59.33
PAY-002932,ORD-002932,apple_pay,paid,EUR,44.04,3.99,48.03
PAY-002933,ORD-002933,card,paid,EUR,44.91,3.99,48.9
PAY-002934,ORD-002934,paypal,paid,EUR,41.29,3.99,45.28
PAY-002935,ORD-002935,apple_pay,paid,EUR,37.84,3.99,41.83
PAY-002936,ORD-002936,google_pay,paid,EUR,20.68,3.99,24.67
PAY-002937,ORD-002937,card,refunded,EUR,43.75,3.99,47.74
PAY-002938,ORD-002938,google_pay,paid,EUR,10.25,1.49,11.74
PAY-002939,ORD-002939,paypal,paid,EUR,69.41,3.99,73.4
PAY-002940,ORD-002940,card,paid,EUR,55.47,3.99,59.46
PAY-002941,ORD-002941,card,paid,EUR,9.06,3.99,13.05
PAY-002942,ORD-002942,card,paid,EUR,38.87,3.99,42.86
PAY-002943,ORD-002943,apple_pay,paid,EUR,68.05,3.99,72.04
PAY-002944,ORD-002944,paypal,paid,EUR,11.65,3.99,15.64
PAY-002945,ORD-002945,apple_pay,paid,EUR,69.93,3.99,73.92
PAY-002946,ORD-002946,apple_pay,paid,EUR,63.98,0.0,63.98
PAY-002947,ORD-002947,google_pay,paid,EUR,14.96,3.99,18.95
PAY-002948,ORD-002948,card,paid,EUR,68.58,3.99,72.57
PAY-002949,ORD-002949,apple_pay,refunded,EUR,15.8,3.99,19.79
PAY-002950,ORD-002950,paypal,paid,EUR,18.87,0.0,18.87
PAY-002951,ORD-002951,card,paid,EUR,50.68,0.0,50.68
PAY-002952,ORD-002952,apple_pay,paid,EUR,49.25,3.99,53.24
PAY-002953,ORD-002953,card,paid,EUR,44.31,3.99,48.3
PAY-002954,ORD-002954,card,paid,EUR,66.47,0.0,66.47
PAY-002955,ORD-002955,card,paid,EUR,16.98,3.99,20.97
PAY-002956,ORD-002956,apple_pay,paid,EUR,30.31,3.99,34.3
PAY-002957,ORD-002957,apple_pay,paid,EUR,43.63,3.99,47.62
